Year,Cause Name,State,Deaths
2010,Cancer,Kansas,5377
2013,Cancer,Kansas,5379
2010,All causes,Vermont,5380
2011,CLRD,Illinois,5390
2001,Stroke,North Carolina,5401
2015,Diabetes,Florida,5403
2007,Cancer,Kansas,5406
2011,Alzheimer's disease,Texas,5415
2012,Unintentional injuries,Ohio,5420
2002,Alzheimer's disease,California,5421
2005,Cancer,Kansas,5428
2012,Cancer,Kansas,5429
2010,Heart disease,Kansas,5433
2011,All causes,Vermont,5433
2013,Heart disease,Nevada,5434
2004,Diabetes,Texas,5435
2011,Cancer,Kansas,5440
2005,Unintentional injuries,Pennsylvania,5446
2001,Cancer,Kansas,5448
2004,All causes,District of Columbia,5454
2001,Diabetes,Texas,5456
2016,Diabetes,Texas,5470
2003,Stroke,Michigan,5470
2016,Unintentional injuries,North Carolina,5476
2009,Unintentional injuries,Pennsylvania,5477
2014,Heart disease,Kansas,5479
1999,Influenza and pneumonia,New York,5482
2005,All causes,District of Columbia,5483
2016,Cancer,Kansas,5484
2014,Stroke,Illinois,5489
2012,All causes,Vermont,5491
2013,Unintentional injuries,Ohio,5497
2004,Influenza and pneumonia,New York,5499
2016,Unintentional injuries,Illinois,5508
2015,Diabetes,Texas,5521
2005,Influenza and pneumonia,New York,5521
2013,CLRD,Illinois,5532
2011,Unintentional injuries,New York,5537
2005,Heart disease,West Virginia,5538
2013,CLRD,Michigan,5539
2015,CLRD,Illinois,5544
2007,All causes,North Dakota,5561
2007,Unintentional injuries,Pennsylvania,5568
2016,CLRD,Michigan,5572
2003,All causes,District of Columbia,5573
2009,Stroke,Ohio,5576
2014,Cancer,Kansas,5587
2004,All causes,North Dakota,5601
2008,CLRD,Illinois,5602
2015,Cancer,Kansas,5604
2005,Diabetes,Texas,5605
2006,CLRD,Pennsylvania,5621
2014,All causes,Vermont,5623
2015,Heart disease,Kansas,5624
1999,Stroke,North Carolina,5626
2014,CLRD,Illinois,5631
2016,CLRD,Illinois,5632
2013,All causes,Vermont,5639
2008,Heart disease,Kansas,5643
2002,Diabetes,Texas,5654
2016,Stroke,Illinois,5658
2003,Diabetes,Texas,5668
2016,Heart disease,Kansas,5672
2004,Heart disease,West Virginia,5674
2013,Stroke,Ohio,5690
2011,Stroke,Ohio,5691
2001,Stroke,Michigan,5701
2015,Stroke,Illinois,5709
2005,All causes,North Dakota,5744
2000,Stroke,North Carolina,5749
2007,Heart disease,Kansas,5749
2010,Unintentional injuries,Pennsylvania,5751
2010,Stroke,Ohio,5755
2014,Heart disease,Nevada,5761
2016,Diabetes,Florida,5782
2012,Unintentional injuries,New York,5786
2008,Unintentional injuries,Pennsylvania,5787
2012,Stroke,Ohio,5788
2008,Stroke,Illinois,5788
2014,Stroke,Ohio,5791
2002,Stroke,Michigan,5814
2006,Stroke,Ohio,5828
2001,CLRD,Pennsylvania,5845
2015,CLRD,Michigan,5848
2012,Influenza and pneumonia,California,5849
2006,Heart disease,Kansas,5849
2002,All causes,District of Columbia,5851
2000,All causes,North Dakota,5856
1999,CLRD,Ohio,5858
1999,Cancer,Colorado,5863
2007,Stroke,Illinois,5864
2000,Stroke,Michigan,5864
2006,All causes,North Dakota,5868
2008,All causes,North Dakota,5871
2014,Alzheimer's disease,Florida,5874
2001,CLRD,Ohio,5881
2010,Influenza and pneumonia,California,5882
2002,All causes,North Dakota,5892
2004,CLRD,Ohio,5896
2007,Stroke,Ohio,5905
2016,All causes,Vermont,5909
2009,All causes,North Dakota,5914
2015,All causes,Vermont,5919
2000,Cancer,Colorado,5922
2013,Unintentional injuries,New York,5927
2003,CLRD,Ohio,5927
2010,All causes,North Dakota,5944
2014,Unintentional injuries,New York,5945
2015,Stroke,Ohio,5945
2009,Stroke,New York,5950
2008,Stroke,Ohio,5951
2001,All causes,District of Columbia,5951
2001,Cancer,Mississippi,5958
2005,Heart disease,Kansas,5960
2003,Cancer,Mississippi,5960
1999,Unintentional injuries,Florida,5961
2011,All causes,North Dakota,5965
2014,Influenza and pneumonia,California,5970
2004,CLRD,Pennsylvania,5978
2016,Influenza and pneumonia,California,5981
2000,CLRD,Ohio,5983
2004,Cancer,Mississippi,5983
2016,Stroke,Ohio,5987
2006,Stroke,Illinois,5989
2000,All causes,District of Columbia,6001
2007,Cancer,Mississippi,6002
2002,CLRD,Pennsylvania,6017
2010,Heart disease,Colorado,6038
2012,All causes,North Dakota,6038
1999,Stroke,Michigan,6041
2003,CLRD,Pennsylvania,6046
2004,Heart disease,Kansas,6048
2001,All causes,North Dakota,6048
2006,CLRD,Ohio,6054
2002,CLRD,Ohio,6063
2005,Cancer,Mississippi,6065
2002,Cancer,Mississippi,6069
2000,Cancer,Mississippi,6075
1999,All causes,District of Columbia,6076
2007,CLRD,Pennsylvania,6077
2000,CLRD,Pennsylvania,6079
2004,Heart disease,Colorado,6079
2000,Cancer,Arkansas,6090
2003,All causes,North Dakota,6090
2001,Cancer,Arkansas,6092
2009,Heart disease,Colorado,6093
1999,All causes,North Dakota,6103
2007,Heart disease,Colorado,6106
2015,Heart disease,Nevada,6114
2008,Heart disease,Colorado,6118
2003,Cancer,Arkansas,6119
2008,Stroke,New York,6123
2006,Heart disease,Colorado,6124
2009,Cancer,Mississippi,6131
1999,Cancer,Arkansas,6137
2012,Stroke,New York,6139
1999,CLRD,Pennsylvania,6141
1999,Cancer,Mississippi,6143
2001,Cancer,Colorado,6145
2005,CLRD,Pennsylvania,6149
2007,Stroke,New York,6160
2008,Cancer,Mississippi,6166
2013,Stroke,New York,6176
2011,Heart disease,Colorado,6177
2006,Cancer,Arkansas,6177
2014,Unintentional injuries,Ohio,6178
2012,Heart disease,Oregon,6180
2000,Heart disease,Colorado,6184
2014,All causes,North Dakota,6184
2003,Heart disease,West Virginia,6186
2015,Influenza and pneumonia,California,6188
2002,Heart disease,West Virginia,6189
2000,Diabetes,California,6190
2004,Cancer,Colorado,6196
2010,Heart disease,Oregon,6198
2011,Influenza and pneumonia,California,6200
2010,CLRD,Pennsylvania,6202
2014,Stroke,New York,6212
2010,Stroke,New York,6213
2011,Unintentional injuries,Pennsylvania,6216
2015,All causes,North Dakota,6223
2013,All causes,North Dakota,6233
2006,Cancer,Mississippi,6236
2016,All causes,North Dakota,6242
2009,Cancer,Iowa,6249
2005,Stroke,Illinois,6252
2011,Stroke,New York,6254
2011,Heart disease,Oregon,6255
2016,Stroke,New York,6258
2009,Heart disease,Oregon,6262
2000,Unintentional injuries,Florida,6267
2010,Cancer,Mississippi,6271
2011,Cancer,Mississippi,6278
2005,Stroke,Ohio,6279
2002,Cancer,Arkansas,6282
2015,Stroke,New York,6292
2001,Heart disease,Colorado,6293
2004,Cancer,Arkansas,6304
2005,Heart disease,Colorado,6307
2012,Heart disease,Colorado,6311
2001,Heart disease,West Virginia,6325
2006,CLRD,New York,6329
2012,Unintentional injuries,Pennsylvania,6334
2004,Cancer,Iowa,6340
1999,Cancer,Iowa,6346
2010,Cancer,Iowa,6358
2013,Unintentional injuries,Pennsylvania,6359
2006,Cancer,Iowa,6359
2005,Cancer,Arkansas,6361
2007,Cancer,Iowa,6376
2002,Cancer,Colorado,6384
2007,Cancer,Arkansas,6388
2009,Influenza and pneumonia,California,6394
2001,Diabetes,California,6395
2005,Cancer,Colorado,6395
2006,Stroke,New York,6398
1999,Diabetes,California,6401
2001,Cancer,Iowa,6404
2003,Cancer,Colorado,6417
1999,Heart disease,Colorado,6420
2014,CLRD,Pennsylvania,6422
2008,Cancer,Iowa,6424
2002,Heart disease,Colorado,6425
2009,CLRD,Pennsylvania,6432
2016,Cancer,Iowa,6432
2000,Heart disease,West Virginia,6435
2012,Cancer,Iowa,6438
2000,Cancer,Iowa,6448
2005,Cancer,Iowa,6453
2007,CLRD,Ohio,6454
2013,Heart disease,Colorado,6456
2016,Heart disease,Nevada,6457
2003,Cancer,Iowa,6469
2002,Cancer,Iowa,6473
2010,Cancer,Arkansas,6475
2011,Cancer,Iowa,6481
2015,Cancer,Mississippi,6485
2004,Stroke,Illinois,6489
2003,Heart disease,Kansas,6491
2011,Cancer,Arkansas,6497
2003,Heart disease,Colorado,6499
2012,Cancer,Mississippi,6499
2004,Stroke,Ohio,6501
2014,Cancer,Iowa,6504
2013,Cancer,Iowa,6509
2015,Cancer,Iowa,6513
2009,Cancer,Arkansas,6513
2015,Unintentional injuries,New York,6515
2008,Heart disease,Oregon,6519
2016,CLRD,Pennsylvania,6523
2013,Heart disease,Oregon,6523
2014,Heart disease,Oregon,6524
2008,Cancer,Arkansas,6526
2013,Cancer,Mississippi,6527
2014,Cancer,Mississippi,6534
2012,Cancer,Arkansas,6540
2007,Influenza and pneumonia,California,6546
2012,Stroke,Pennsylvania,6546
2014,Cancer,Arkansas,6546
2012,CLRD,Pennsylvania,6550
2006,Cancer,Colorado,6550
2013,Influenza and pneumonia,California,6551
2008,Influenza and pneumonia,California,6560
2007,CLRD,New York,6561
2016,Cancer,Mississippi,6568
2014,Stroke,Pennsylvania,6576
2005,CLRD,Ohio,6580
2003,Alzheimer's disease,California,6585
2013,Stroke,Pennsylvania,6604
2016,Cancer,Arkansas,6612
2014,Heart disease,Iowa,6615
2007,Cancer,Colorado,6617
2013,Cancer,Connecticut,6619
2006,Heart disease,Oregon,6620
2014,Cancer,Connecticut,6621
2005,Stroke,New York,6622
2011,CLRD,Pennsylvania,6627
2014,Unintentional injuries,Pennsylvania,6640
2009,CLRD,Ohio,6642
2007,Heart disease,Oregon,6655
2015,CLRD,Pennsylvania,6664
2015,Cancer,Connecticut,6666
1999,All causes,Delaware,6666
2002,Heart disease,Kansas,6680
2012,Cancer,Connecticut,6681
2013,Cancer,Arkansas,6688
2016,Cancer,Connecticut,6696
2010,Stroke,Pennsylvania,6701
2003,CLRD,New York,6709
2013,CLRD,Pennsylvania,6716
2001,Heart disease,Kansas,6716
2010,CLRD,Ohio,6717
2008,Cancer,Colorado,6719
2004,Heart disease,Oregon,6725
2015,Cancer,Arkansas,6727
2016,Stroke,Pennsylvania,6730
2011,Heart disease,Iowa,6736
2009,CLRD,New York,6740
2015,Unintentional injuries,Ohio,6756
2014,CLRD,Ohio,6765
2008,CLRD,Pennsylvania,6767
2014,Alzheimer's disease,Texas,6772
2000,CLRD,New York,6784
2004,CLRD,New York,6786
2005,Heart disease,Oregon,6791
2014,CLRD,New York,6806
2002,Diabetes,California,6807
2015,Heart disease,Iowa,6813
2005,CLRD,New York,6818
2009,Cancer,Connecticut,6819
1999,Heart disease,West Virginia,6822
2011,Stroke,Pennsylvania,6825
2007,All causes,South Dakota,6826
2007,Cancer,Connecticut,6827
2008,Cancer,Connecticut,6830
2004,All causes,South Dakota,6833
2011,Cancer,Connecticut,6837
2009,Stroke,Pennsylvania,6842
2010,CLRD,New York,6847
2015,Heart disease,Oregon,6859
2016,CLRD,New York,6860
2002,All causes,Delaware,6861
2000,All causes,Delaware,6875
2010,Heart disease,Iowa,6880
2007,Heart disease,Iowa,6880
2001,Stroke,Ohio,6891
2002,All causes,South Dakota,6898
2014,Heart disease,Colorado,6900
1999,Cancer,Oregon,6905
2001,CLRD,New York,6906
2003,Stroke,Illinois,6909
2003,Stroke,Ohio,6910
2008,CLRD,New York,6919
2009,All causes,South Dakota,6923
2001,All causes,South Dakota,6923
2004,Stroke,New York,6927
2008,CLRD,Ohio,6928
2000,Heart disease,Kansas,6931
2016,Heart disease,Iowa,6937
2009,Heart disease,Iowa,6938
2008,Stroke,Pennsylvania,6942
2009,Cancer,Colorado,6950
2000,Cancer,Oregon,6951
1999,All causes,South Dakota,6953
2010,Cancer,Connecticut,6954
2011,CLRD,New York,6963
2004,Alzheimer's disease,California,6964
2002,CLRD,New York,6966
2016,Heart disease,Oregon,6968
2001,Unintentional injuries,Florida,6969
1999,Heart disease,Kansas,6975
2009,Diabetes,California,6979
2015,Stroke,Pennsylvania,6987
2013,Heart disease,Iowa,6995
2011,CLRD,Ohio,6996
2012,Heart disease,Iowa,7005
2013,CLRD,Ohio,7007
2015,Heart disease,Colorado,7009
2016,CLRD,Ohio,7015
2014,Heart disease,Connecticut,7018
2000,All causes,South Dakota,7021
2015,Alzheimer's disease,Florida,7031
2012,CLRD,New York,7034
2010,Cancer,Colorado,7035
2006,Cancer,Connecticut,7044
2003,Heart disease,Oregon,7049
2011,Cancer,Colorado,7051
2016,Heart disease,Connecticut,7051
2005,Cancer,Connecticut,7052
1999,Cancer,Connecticut,7054
2001,Cancer,Oregon,7057
2010,Diabetes,California,7061
2000,Cancer,Connecticut,7065
2012,CLRD,Ohio,7070
2003,All causes,Delaware,7070
2001,Heart disease,Oregon,7075
2008,All causes,South Dakota,7083
2006,All causes,South Dakota,7084
1999,CLRD,New York,7086
2005,All causes,South Dakota,7086
2013,Heart disease,Connecticut,7090
2003,Diabetes,California,7093
2001,Cancer,Connecticut,7093
2000,Heart disease,Oregon,7094
2013,All causes,South Dakota,7099
2010,All causes,South Dakota,7100
2009,Heart disease,Connecticut,7105
2015,CLRD,New York,7109
2013,CLRD,New York,7110
2001,All causes,Delaware,7112
2004,Diabetes,California,7117
2010,Heart disease,Connecticut,7127
2003,Cancer,Connecticut,7131
2003,All causes,South Dakota,7132
2004,All causes,Delaware,7143
2006,Stroke,Pennsylvania,7151
2007,Stroke,Pennsylvania,7152
2016,Alzheimer's disease,Florida,7155
2002,Cancer,Connecticut,7163
2011,Heart disease,Arkansas,7168
2006,Heart disease,Iowa,7172
2000,Stroke,Ohio,7175
2004,Cancer,Connecticut,7175
2002,Stroke,Illinois,7183
2010,Heart disease,Minnesota,7185
2006,All causes,Delaware,7204
2015,Heart disease,Connecticut,7205
2011,Heart disease,Connecticut,7206
2015,CLRD,Ohio,7211
2007,Heart disease,Arkansas,7214
1999,Unintentional injuries,Texas,7227
2001,Stroke,Illinois,7230
2003,Cancer,Oregon,7232
1999,Stroke,Ohio,7235
2004,Cancer,Oregon,7236
2009,Heart disease,Minnesota,7238
2011,Heart disease,Minnesota,7240
2002,Cancer,Oregon,7249
2002,Stroke,Ohio,7252
2002,Heart disease,Oregon,7262
1999,Heart disease,Oregon,7263
2004,Cancer,Oklahoma,7269
2012,Heart disease,Mississippi,7269
2010,Heart disease,Arkansas,7274
2016,Heart disease,Colorado,7277
2003,Stroke,New York,7281
2012,Heart disease,Connecticut,7282
2008,Heart disease,Iowa,7284
2000,CLRD,Texas,7286
2007,Heart disease,Connecticut,7289
2009,Heart disease,Arkansas,7295
2004,Heart disease,Iowa,7299
2012,Cancer,Colorado,7306
2006,Cancer,Oregon,7309
1999,Cancer,Oklahoma,7312
2011,All causes,South Dakota,7314
2004,Influenza and pneumonia,California,7323
2015,Unintentional injuries,Pennsylvania,7324
2005,Cancer,Oregon,7326
2007,All causes,Delaware,7327
2012,All causes,South Dakota,7333
2011,Heart disease,Mississippi,7335
2006,Influenza and pneumonia,California,7338
2003,Cancer,Oklahoma,7338
2016,Unintentional injuries,New York,7354
2008,Heart disease,Connecticut,7355
2013,Cancer,Colorado,7357
2008,Heart disease,Minnesota,7367
2008,Diabetes,California,7375
2006,Diabetes,California,7376
2013,Heart disease,Arkansas,7377
2007,Cancer,Oregon,7393
2002,Unintentional injuries,Florida,7396
2004,CLRD,Texas,7402
2000,Cancer,Oklahoma,7402
2014,Cancer,Colorado,7405
2000,Unintentional injuries,Texas,7407
2012,Heart disease,Arkansas,7407
2001,Cancer,Oklahoma,7411
2007,Diabetes,California,7413
2000,Stroke,Illinois,7429
2006,Heart disease,Arkansas,7431
2005,Heart disease,Iowa,7437
2005,Cancer,Oklahoma,7446
2005,All causes,Delaware,7472
2002,Cancer,Oklahoma,7474
2007,Heart disease,Minnesota,7477
2008,Cancer,Oregon,7479
2009,Cancer,Oregon,7487
2006,Heart disease,Connecticut,7490
2006,Cancer,Oklahoma,7491
2012,Heart disease,Minnesota,7496
2014,All causes,South Dakota,7507
2008,Heart disease,Arkansas,7516
1999,CLRD,Texas,7518
2006,Heart disease,Minnesota,7525
2009,Heart disease,Mississippi,7530
2004,Heart disease,Arkansas,7534
2009,All causes,Delaware,7534
2014,Heart disease,Mississippi,7538
2010,Heart disease,Mississippi,7542
2005,Influenza and pneumonia,California,7553
2003,CLRD,Texas,7567
2005,Heart disease,Arkansas,7575
2014,Heart disease,Arkansas,7581
2015,Cancer,Colorado,7604
2008,All causes,Delaware,7622
2002,Stroke,New York,7625
2010,Cancer,Oregon,7638
2006,CLRD,Texas,7639
2009,Cancer,Oklahoma,7639
2005,Stroke,Pennsylvania,7650
2005,Heart disease,Connecticut,7650
2008,Cancer,Oklahoma,7657
2014,Heart disease,Minnesota,7659
2011,Diabetes,California,7695
2005,Diabetes,California,7697
2005,Alzheimer's disease,California,7706
2001,Stroke,New York,7706
2010,All causes,Delaware,7706
1999,Stroke,Illinois,7714
2013,Heart disease,Minnesota,7714
2013,Heart disease,Mississippi,7715
2002,CLRD,Texas,7720
2007,Cancer,Oklahoma,7727
2015,All causes,South Dakota,7731
2001,CLRD,Texas,7739
2003,Heart disease,Arkansas,7786
2004,Stroke,Pennsylvania,7792
2013,Cancer,Oregon,7799
2011,Cancer,Oregon,7802
2016,Heart disease,Minnesota,7825
2010,Cancer,Oklahoma,7831
2012,Cancer,Oregon,7832
2003,Heart disease,Iowa,7840
2015,Heart disease,Minnesota,7844
2016,All causes,South Dakota,7845
2011,All causes,Delaware,7845
2014,Cancer,Oregon,7863
2016,Heart disease,Mississippi,7865
2004,Heart disease,Connecticut,7868
2012,All causes,Delaware,7875
2004,Heart disease,Minnesota,7891
2012,Diabetes,California,7895
2003,Unintentional injuries,Florida,7919
2001,Unintentional injuries,Texas,7920
2005,Heart disease,Minnesota,7926
2016,Cancer,Colorado,7928
2014,Cancer,Oklahoma,7934
2015,Heart disease,Arkansas,7938
2013,All causes,Delaware,7967
2015,Heart disease,Mississippi,7969
2005,CLRD,Texas,7988
2011,Cancer,Oklahoma,7997
2008,Heart disease,Mississippi,7997
2016,Unintentional injuries,Ohio,7999
2000,Stroke,New York,8006
2007,Heart disease,Mississippi,8037
2013,Cancer,Oklahoma,8039
2012,Cancer,Oklahoma,8040
2013,Diabetes,California,8057
2016,Cancer,Oregon,8078
1999,Cancer,South Carolina,8089
2016,Heart disease,Arkansas,8090
2015,Cancer,Oregon,8093
2004,All causes,Montana,8094
2000,All causes,Montana,8096
2006,Heart disease,Mississippi,8097
2007,CLRD,Texas,8107
2016,Cancer,Oklahoma,8115
1999,Stroke,New York,8124
2002,Influenza and pneumonia,California,8128
1999,All causes,Montana,8128
2001,Influenza and pneumonia,California,8129
2001,Unintentional injuries,California,8132
2003,Heart disease,Minnesota,8144
2006,Alzheimer's disease,California,8146
2002,Heart disease,Iowa,8181
2003,Influenza and pneumonia,California,8185
2004,Unintentional injuries,Florida,8229
2002,Unintentional injuries,Texas,8232
2014,Diabetes,California,8249
2000,Cancer,South Carolina,8250
2001,Heart disease,Iowa,8250
2014,All causes,Delaware,8260
2003,Stroke,Pennsylvania,8261
2001,Heart disease,Arkansas,8263
2001,All causes,Montana,8265
1999,All causes,Hawaii,8270
2001,Cancer,South Carolina,8272
2000,Heart disease,Arkansas,8278
2015,Cancer,Oklahoma,8280
2004,Heart disease,Mississippi,8282
2000,All causes,Hawaii,8290
1999,Heart disease,Arkansas,8315
2004,Unintentional injuries,Texas,8323
2000,Influenza and pneumonia,California,8324
2002,Heart disease,Arkansas,8330
2002,Cancer,South Carolina,8333
2004,Cancer,South Carolina,8348
2003,Heart disease,Connecticut,8389
2001,All causes,Hawaii,8394
2009,Stroke,Florida,8395
2016,Unintentional injuries,Pennsylvania,8410
2011,Stroke,Florida,8411
2003,Unintentional injuries,Texas,8425
2010,Stroke,Florida,8432
2012,Stroke,Florida,8456
2003,All causes,Montana,8467
2006,All causes,Montana,8472
2007,Alzheimer's disease,California,8497
2002,All causes,Montana,8506
2003,Cancer,South Carolina,8512
2005,All causes,Montana,8528
2000,Heart disease,Iowa,8559
2000,Unintentional injuries,California,8577
2002,Stroke,Pennsylvania,8579
2001,Heart disease,Connecticut,8582
2015,All causes,Delaware,8582
2008,Stroke,Florida,8589
2005,Unintentional injuries,Texas,8598
1999,Stroke,Pennsylvania,8600
2002,Heart disease,Minnesota,8602
2001,Stroke,Pennsylvania,8619
2007,All causes,Montana,8624
2005,Heart disease,Mississippi,8637
2000,CLRD,Florida,8645
2009,CLRD,Texas,8649
2005,Cancer,South Carolina,8652
2003,Heart disease,Mississippi,8683
2013,Stroke,Florida,8698
1999,Heart disease,Iowa,8699
2009,All causes,Montana,8730
2013,Unintentional injuries,Florida,8736
2007,Cancer,Louisiana,8736
2009,Unintentional injuries,Florida,8746
2001,Heart disease,Minnesota,8760
2012,Unintentional injuries,Florida,8770
2007,Stroke,Florida,8781
2002,All causes,Hawaii,8801
2002,Heart disease,Connecticut,8815
2005,Cancer,Minnesota,8823
2010,All causes,Montana,8827
2015,Diabetes,California,8845
2006,Cancer,South Carolina,8853
2006,Cancer,Louisiana,8853
2007,Cancer,South Carolina,8867
2005,Unintentional injuries,Florida,8868
2008,CLRD,Texas,8874
2016,All causes,Delaware,8874
2010,Unintentional injuries,Florida,8875
2000,Heart disease,Minnesota,8885
1999,Cancer,Minnesota,8892
2011,Unintentional injuries,Florida,8901
2015,Alzheimer's disease,Texas,8903
2006,CLRD,Florida,8912
2008,All causes,Montana,8913
2006,Unintentional injuries,Florida,8917
2000,Stroke,Pennsylvania,8919
2010,CLRD,Texas,8921
2006,Stroke,Florida,8925
1999,Cancer,Kentucky,8925
2008,Unintentional injuries,Florida,8939
2001,CLRD,Florida,8954
2001,Cancer,Minnesota,8967
2004,CLRD,Florida,8971
2012,All causes,Montana,8976
2003,All causes,Hawaii,8978
2007,Heart disease,South Carolina,8992
2000,Heart disease,Connecticut,8993
2008,Heart disease,South Carolina,8996
1999,Cancer,Arizona,9006
2006,Heart disease,South Carolina,9030
2004,All causes,Hawaii,9030
2001,Heart disease,Mississippi,9050
2002,Heart disease,Mississippi,9061
2002,CLRD,Florida,9062
2011,Stroke,Texas,9065
2009,Heart disease,South Carolina,9068
2000,Cancer,Arizona,9073
2006,Cancer,Minnesota,9079
2003,CLRD,Florida,9087
2004,Cancer,Minnesota,9093
2011,CLRD,Texas,9097
2009,Cancer,Louisiana,9098
2007,Unintentional injuries,Florida,9113
2011,All causes,Montana,9115
2009,Cancer,South Carolina,9123
2016,Diabetes,California,9124
1999,Heart disease,Connecticut,9127
1999,CLRD,Florida,9131
2016,Alzheimer's disease,Texas,9135
2005,All causes,Hawaii,9136
2009,Stroke,Texas,9137
2006,Unintentional injuries,Texas,9140
2001,Cancer,Arizona,9143
2016,Cancer,Louisiana,9149
2004,Cancer,Kentucky,9159
2007,Cancer,Minnesota,9176
2010,Stroke,Texas,9180
2004,Heart disease,South Carolina,9182
2003,Cancer,Minnesota,9183
2008,Unintentional injuries,Texas,9189
2008,Cancer,Louisiana,9197
1999,Unintentional injuries,California,9198
2012,Heart disease,Oklahoma,9198
2008,Cancer,South Carolina,9199
2009,Heart disease,Oklahoma,9202
2010,Cancer,Louisiana,9203
2000,Cancer,Kentucky,9207
2002,Cancer,Minnesota,9210
2010,Unintentional injuries,Texas,9212
2000,Cancer,Minnesota,9215
2011,Cancer,Louisiana,9233
2005,Cancer,Louisiana,9249
2000,Heart disease,Mississippi,9256
2013,Stroke,Texas,9283
2011,Heart disease,South Carolina,9295
2010,Heart disease,South Carolina,9295
2012,Stroke,Texas,9305
2012,Cancer,Louisiana,9308
2012,Unintentional injuries,Texas,9313
1999,Heart disease,Mississippi,9336
2009,Unintentional injuries,Texas,9349
2012,All causes,Rhode Island,9354
2010,Cancer,South Carolina,9356
2007,CLRD,Florida,9357
2001,Cancer,Kentucky,9358
2002,Cancer,Arizona,9359
2005,Heart disease,South Carolina,9359
2005,Stroke,Florida,9361
2012,Heart disease,South Carolina,9364
2006,Stroke,Texas,9366
2005,Stroke,Texas,9366
2003,Cancer,Kentucky,9378
2014,All causes,Montana,9381
2007,Unintentional injuries,Texas,9392
2006,Cancer,Kentucky,9394
2013,Unintentional injuries,Texas,9395
2009,All causes,Rhode Island,9395
2015,Cancer,Louisiana,9397
2011,Heart disease,Oklahoma,9399
2000,Cancer,Louisiana,9400
2011,Unintentional injuries,Texas,9410
1999,Cancer,Louisiana,9412
2013,Cancer,Louisiana,9419
2012,Cancer,Minnesota,9424
2010,Heart disease,Oklahoma,9426
2014,Unintentional injuries,Florida,9432
2006,All causes,Hawaii,9432
2004,Cancer,Louisiana,9434
2002,Cancer,Kentucky,9438
2002,Cancer,Louisiana,9441
2008,Cancer,Minnesota,9446
2014,Cancer,Louisiana,9455
2001,Heart disease,South Carolina,9471
2005,CLRD,Florida,9482
2011,Cancer,Minnesota,9489
2007,All causes,Hawaii,9495
2008,All causes,Hawaii,9501
2005,Cancer,Kentucky,9505
1999,Cancer,Alabama,9506
2003,Heart disease,South Carolina,9510
2013,All causes,Montana,9511
2001,Cancer,Louisiana,9517
2012,CLRD,Texas,9524
1999,Heart disease,Minnesota,9533
2003,Cancer,Louisiana,9533
1999,All causes,New Hampshire,9537
2011,Cancer,South Carolina,9543
2000,All causes,Idaho,9563
2010,All causes,Rhode Island,9579
1999,All causes,Idaho,9579
2009,Cancer,Minnesota,9580
2011,All causes,Rhode Island,9581
2008,Cancer,Kentucky,9589
2013,Cancer,Minnesota,9601
2007,Heart disease,Oklahoma,9602
2010,Cancer,Minnesota,9612
2010,All causes,Hawaii,9617
2004,Cancer,Arizona,9618
2003,Cancer,Arizona,9627
2008,Stroke,Texas,9629
2009,Cancer,Kentucky,9634
2013,Heart disease,South Carolina,9648
2014,Cancer,Minnesota,9649
2002,Heart disease,South Carolina,9659
2010,Heart disease,Kentucky,9662
2014,CLRD,Texas,9668
2006,All causes,Rhode Island,9690
2007,Cancer,Kentucky,9692
2000,All causes,New Hampshire,9697
2002,Cancer,Alabama,9698
2003,All causes,New Hampshire,9708
1999,All causes,Rhode Island,9708
2004,Stroke,Florida,9715
2013,Heart disease,Oklahoma,9721
2014,Unintentional injuries,Texas,9723
2007,All causes,Rhode Island,9723
2012,Cancer,South Carolina,9728
2009,Heart disease,Kentucky,9728
2011,Cancer,Kentucky,9733
2016,All causes,Rhode Island,9735
2008,All causes,Rhode Island,9738
2013,Cancer,South Carolina,9745
2001,All causes,Idaho,9753
2004,Cancer,Alabama,9756
2008,Heart disease,Oklahoma,9767
2004,All causes,Rhode Island,9769
2014,Stroke,Florida,9770
2014,All causes,Rhode Island,9770
2011,Heart disease,Louisiana,9781
2013,All causes,Rhode Island,9792
2007,Stroke,Texas,9796
2006,Heart disease,Oklahoma,9798
2013,CLRD,Texas,9800
2001,Cancer,Alabama,9801
2000,Cancer,Alabama,9807
2003,Cancer,Alabama,9812
2001,All causes,New Hampshire,9815
2005,Cancer,Arizona,9820
2004,Stroke,Texas,9853
2002,All causes,New Hampshire,9853
2016,Cancer,Minnesota,9857
2014,Heart disease,Oklahoma,9868
2000,Heart disease,South Carolina,9893
2014,Stroke,Texas,9898
2003,Stroke,Florida,9899
2006,Cancer,Alabama,9899
2009,Alzheimer's disease,California,9905
2011,Heart disease,Kentucky,9905
2016,All causes,Montana,9905
2005,Cancer,Alabama,9913
2009,All causes,Hawaii,9914
2007,Heart disease,Kentucky,9916
2006,Cancer,Arizona,9919
2011,All causes,Hawaii,9923
2002,All causes,Idaho,9923
2015,Cancer,Minnesota,9925
2014,Cancer,South Carolina,9930
2010,Cancer,Kentucky,9930
2015,All causes,Montana,9942
2007,Heart disease,Louisiana,9947
2015,Cancer,South Carolina,9950
2010,Heart disease,Arizona,9954
2014,Heart disease,South Carolina,9964
2013,Heart disease,Kentucky,9971
2015,Unintentional injuries,Texas,9976
1999,Heart disease,South Carolina,9981
2005,All causes,Rhode Island,10007
